year,crop_type,soil_type,soil_ph,nitrogen,phosphorus,potassium,temperature,rainfall,humidity,irrigation_level,sunshine_hours,yield_kg_acre,yield_tons_ha
2024,Maize,Saline,8.36,166,77,91,25.2,377,88.8,Low,4.5,433.27,1.071
2025,Watermelon,Alluvial,7.42,124,116,111,29.2,248,57.9,High,5.2,8565.44,21.166
2023,Mustard,Silt Loam,7.77,71,33,30,26.3,295,62.5,Low,6.5,460.36,1.138
2025,Sugarcane,Black Soil,8.23,205,93,85,11.7,1762,77.0,Medium,7.0,6121.76,15.127
2021,Banana,Black Soil,4.95,165,65,260,32.5,1509,84.8,Medium,4.8,7878.95,19.469
2024,Sugarcane,Laterite,6.74,204,96,45,29.2,2203,36.0,Low,10.2,23647.71,58.435
2026,Sunflower,Silt Loam,4.87,46,61,20,19.1,805,62.3,Low,8.7,478.37,1.182
2020,Tea,Alluvial,6.98,164,32,71,38.9,1703,35.4,Medium,4.6,179.49,0.444
2026,Sugarcane,Black Soil,7.66,206,32,93,20.5,1819,49.4,High,7.6,11099.08,27.426
2020,Apple,Clay Loam,5.72,105,44,99,21.1,1180,50.3,Low,5.9,4405.97,10.887
2025,Onion,Red Soil,5.99,126,19,99,25.1,150,44.1,Low,6.1,1603.03,3.961
2024,Cotton,Laterite,5.11,147,85,10,40.0,849,94.9,Medium,10.4,150.05,0.371
2021,Wheat,Peaty,6.75,14,37,26,15.5,195,77.8,Low,5.6,216.45,0.535
2026,Soybean,Black Soil,7.39,67,90,41,31.9,1065,83.9,Low,8.3,826.0,2.041
2020,Groundnut,Silt Loam,8.78,66,46,86,22.7,739,32.6,Medium,9.2,748.94,1.851
2022,Sunflower,Loam,5.65,96,48,37,11.1,657,86.1,High,6.1,304.73,0.753
2021,Apple,Sandy Loam,5.09,61,30,107,39.0,527,74.1,High,11.9,1592.1,3.934
2025,Watermelon,Sandy Loam,7.39,104,90,53,19.0,260,64.8,High,4.2,3415.39,8.44
2025,Cotton,Red Soil,5.43,127,15,10,30.8,878,87.8,Medium,4.3,276.17,0.682
2024,Coffee,Black Soil,8.59,95,35,133,21.9,1823,37.9,Medium,6.8,311.37,0.769
2021,Rice,Peaty,8.07,96,75,63,31.1,1659,34.4,Low,4.3,758.73,1.875
2021,Groundnut,Black Soil,5.81,34,79,69,30.3,547,32.6,High,11.3,1402.72,3.466
2026,Maize,Sandy Loam,8.74,168,24,111,31.5,1370,55.6,High,9.4,594.04,1.468
2024,Tomato,Laterite,7.65,192,101,161,19.7,428,93.8,Medium,5.5,4677.3,11.558
2024,Potato,Loam,5.3,145,62,100,16.8,467,87.7,High,6.2,7347.67,18.156
2025,Sunflower,Alluvial,6.12,145,28,36,21.8,290,41.8,Low,7.0,469.31,1.16
2025,Soybean,Clay Loam,4.76,59,40,10,27.9,150,81.3,Low,5.3,136.21,0.337
2023,Rice,Black Soil,7.62,163,56,28,11.3,1444,88.9,Low,7.8,385.56,0.953
2026,Watermelon,Loam,7.39,100,60,105,13.0,425,32.2,High,5.0,4388.57,10.844
2026,Groundnut,Silt Loam,8.41,38,78,45,35.3,715,84.8,Medium,5.4,398.42,0.985
2023,Onion,Black Soil,7.69,88,40,89,36.3,886,39.1,High,7.2,2279.49,5.633
2024,Rice,Silt Loam,5.31,88,68,65,21.2,1299,94.1,High,9.8,1553.42,3.839
2024,Banana,Saline,7.38,178,71,236,31.4,2128,90.2,Low,9.0,15051.11,37.192
2024,Wheat,Alluvial,8.5,124,97,40,10.9,150,72.0,Low,11.3,310.15,0.766
2021,Garlic,Laterite,6.31,134,63,63,26.3,669,54.2,Low,11.1,3049.66,7.536
2024,Coffee,Sandy Loam,7.55,215,21,108,12.5,1100,85.6,Medium,4.0,125.55,0.31
2022,Groundnut,Clay Loam,4.84,10,59,50,34.5,1058,83.0,Medium,4.7,232.03,0.573
2024,Coffee,Saline,5.45,235,71,135,39.3,1395,44.7,High,10.1,300.28,0.742
2026,Tomato,Red Soil,6.35,116,133,75,23.4,315,44.1,Low,4.8,4502.63,11.126
2026,Soybean,Sandy Loam,7.2,30,94,20,15.0,560,51.2,Medium,7.9,372.12,0.92
2022,Potato,Black Soil,4.94,156,71,116,27.2,900,37.3,High,5.6,3451.32,8.528
2021,Garlic,Black Soil,6.39,31,57,43,15.0,1227,44.8,Medium,4.6,1980.33,4.893
2020,Potato,Alluvial,8.15,105,90,121,21.7,360,91.7,Low,11.5,3283.44,8.114
2023,Banana,Laterite,6.09,268,65,247,13.5,1661,33.1,Medium,9.8,10685.79,26.405
2020,Potato,Silt Loam,5.17,90,39,143,16.9,694,43.4,Low,5.8,6478.38,16.008
2023,Soybean,Black Soil,8.13,10,60,36,34.4,959,87.6,Low,5.1,185.82,0.459
2025,Cotton,Silt Loam,5.71,58,53,10,24.9,1172,38.5,Medium,11.8,390.86,0.966
2022,Banana,Red Soil,5.97,162,18,216,22.3,1351,31.2,High,7.9,12412.86,30.673
2021,Groundnut,Red Soil,4.98,35,61,51,37.8,490,47.1,Medium,5.1,240.66,0.595
2022,Sunflower,Laterite,7.29,72,20,53,12.1,775,84.7,Medium,6.1,284.54,0.703
2024,Groundnut,Loam,8.54,34,42,10,29.3,150,82.7,Medium,6.2,167.36,0.414
2024,Garlic,Sandy Loam,8.05,139,16,47,30.3,500,35.6,Low,8.8,677.67,1.675
2022,Potato,Loam,7.05,140,45,94,31.1,257,46.1,Medium,7.2,1326.48,3.278
2025,Potato,Saline,6.27,77,14,74,28.8,611,65.9,High,11.2,2162.61,5.344
2026,Tomato,Clay Loam,6.67,130,108,136,25.6,316,45.2,Medium,7.9,7923.34,19.579
2022,Chickpea,Clay Loam,8.0,10,45,62,19.0,887,34.2,High,11.6,615.71,1.521
2020,Onion,Loam,6.68,52,10,64,15.3,698,44.8,High,7.3,4496.9,11.112
2020,Wheat,Alluvial,5.85,91,33,55,36.6,257,44.2,Medium,6.0,256.89,0.635
2025,Chickpea,Red Soil,8.26,21,26,48,39.1,150,83.0,High,4.3,100.39,0.248
2026,Chickpea,Sandy Loam,7.82,10,46,26,28.8,150,85.4,High,6.6,183.38,0.453
2021,Soybean,Loam,5.89,10,86,60,19.3,611,75.4,Medium,6.8,412.74,1.02
2024,Barley,Silt Loam,8.47,76,45,60,24.8,387,72.5,High,7.8,723.79,1.789
2023,Garlic,Red Soil,8.12,116,53,54,14.1,875,71.0,Medium,11.0,2238.97,5.533
2024,Barley,Black Soil,7.7,62,49,12,39.9,309,88.4,High,9.0,376.77,0.931
2026,Onion,Saline,5.77,115,65,94,27.3,717,63.3,High,11.8,4180.06,10.329
2021,Rice,Laterite,5.14,127,60,42,30.2,881,52.2,Low,8.6,891.33,2.203
2021,Groundnut,Clay Loam,6.26,10,48,43,33.7,720,72.6,Medium,4.9,495.18,1.224
2025,Mustard,Saline,4.93,40,55,59,24.7,460,33.5,High,9.9,398.69,0.985
2021,Mustard,Laterite,7.49,102,24,10,29.7,337,68.8,Medium,5.4,234.48,0.579
2026,Maize,Loam,8.79,189,62,71,15.9,783,82.4,High,9.8,945.15,2.336
2020,Barley,Black Soil,5.56,92,38,41,24.3,564,90.3,Medium,5.6,575.65,1.422
2026,Coffee,Red Soil,5.92,152,73,102,36.0,1866,79.8,High,9.9,383.96,0.949
2022,Groundnut,Laterite,4.69,38,45,37,21.0,707,50.2,High,5.2,424.36,1.049
2026,Maize,Clay Loam,5.61,222,39,50,27.7,1156,85.6,High,10.7,1553.93,3.84
2022,Chickpea,Black Soil,4.89,10,36,61,16.9,464,77.5,High,7.2,280.04,0.692
2020,Banana,Laterite,7.17,227,73,233,39.3,1880,59.1,High,6.8,7196.45,17.783
2024,Garlic,Saline,8.08,134,10,106,10.1,880,84.8,Low,6.1,766.49,1.894
2024,Maize,Loam,7.46,146,87,71,17.7,595,76.0,Medium,11.8,1712.78,4.232
2024,Onion,Sandy Loam,7.65,28,55,104,18.8,1418,47.5,Low,7.9,3315.72,8.193
2025,Tomato,Red Soil,8.12,151,98,152,29.4,609,47.1,High,5.2,3776.33,9.332
2023,Sugarcane,Alluvial,7.07,221,62,10,20.9,2396,54.4,Low,7.4,8493.83,20.989
2021,Sugarcane,Clay Loam,5.51,220,71,87,14.3,1383,82.0,Low,10.7,5879.47,14.528
2023,Sugarcane,Saline,4.53,274,65,60,12.2,2148,61.8,Low,5.3,3696.44,9.134
2021,Tomato,Loam,7.7,190,25,151,13.9,1086,67.8,Low,4.7,2860.51,7.068
2022,Barley,Loam,7.47,88,19,22,33.8,589,44.4,High,8.0,538.94,1.332
2025,Maize,Saline,8.51,173,100,71,13.7,986,41.6,Low,10.7,639.82,1.581
2021,Groundnut,Red Soil,5.96,10,43,67,16.7,296,56.5,Medium,6.2,230.43,0.569
2023,Watermelon,Sandy Loam,8.06,63,87,76,22.6,543,79.5,High,6.2,4498.29,11.115
2021,Maize,Red Soil,5.53,88,52,48,10.8,329,56.1,High,5.8,224.35,0.554
2021,Tea,Peaty,8.74,132,26,55,30.5,1743,58.0,High,11.8,227.85,0.563
2026,Soybean,Black Soil,5.23,10,97,72,12.8,703,59.4,Low,7.0,165.24,0.408
2024,Potato,Loam,6.96,181,75,162,25.7,150,78.8,Medium,7.4,1973.28,4.876
2023,Tea,Red Soil,8.6,166,20,122,36.7,1571,80.1,High,11.1,207.71,0.513
2022,Sunflower,Alluvial,6.26,81,71,70,34.8,898,43.2,Low,8.4,717.18,1.772
2025,Maize,Red Soil,5.54,171,48,60,38.5,800,37.3,Low,5.9,451.43,1.116
2024,Mustard,Sandy Loam,6.18,160,17,11,36.2,611,80.0,Medium,11.6,324.36,0.802
2023,Rice,Peaty,4.75,147,57,15,27.5,1969,61.5,Low,6.2,811.27,2.005
2022,Maize,Loam,5.96,136,90,86,23.9,670,58.0,High,7.4,2211.33,5.464
2021,Sugarcane,Alluvial,5.57,222,115,94,15.9,1224,37.0,Medium,10.7,7139.03,17.641
2026,Tea,Peaty,7.21,162,64,92,36.0,2343,77.6,High,6.4,171.98,0.425
2024,Banana,Silt Loam,7.4,181,102,260,29.7,1975,44.4,High,7.3,20348.23,50.281
2023,Soybean,Sandy Loam,4.55,23,42,39,17.5,1194,51.1,Medium,11.1,301.79,0.746
2021,Groundnut,Saline,8.65,63,71,58,38.6,737,59.0,High,7.3,259.94,0.642
2023,Mustard,Clay Loam,5.8,62,56,61,27.8,507,42.7,High,8.3,497.92,1.23
2022,Tea,Red Soil,7.8,101,10,59,23.9,1246,64.4,Medium,11.7,243.42,0.602
2020,Banana,Saline,7.39,228,55,286,35.6,1581,54.5,High,8.1,10215.96,25.244
2020,Groundnut,Alluvial,6.04,86,45,21,13.8,375,64.3,High,4.0,300.7,0.743
2023,Barley,Black Soil,5.78,153,10,66,34.2,150,75.0,High,10.6,158.84,0.393
2026,Cotton,Sandy Loam,7.84,82,27,13,20.8,574,45.5,Medium,12.0,394.16,0.974
2026,Coffee,Peaty,5.26,162,49,105,36.6,1384,47.7,High,9.2,314.06,0.776
2024,Potato,Saline,4.55,73,67,87,36.3,600,38.9,High,8.7,1974.71,4.88
2024,Sunflower,Peaty,4.72,44,56,81,31.6,637,47.1,High,5.1,341.75,0.844
2021,Sugarcane,Sandy Loam,5.47,298,36,67,16.3,1354,59.9,Low,11.9,4601.55,11.371
2024,Wheat,Sandy Loam,5.23,76,67,15,16.9,371,74.2,Medium,8.3,593.07,1.466
2024,Tea,Silt Loam,5.7,162,56,116,12.8,2204,85.7,Medium,10.2,887.54,2.193
2021,Cotton,Alluvial,8.64,115,24,82,16.1,844,52.1,High,6.3,184.86,0.457
2026,Groundnut,Clay Loam,8.39,61,69,76,16.9,802,75.4,Medium,4.5,359.14,0.887
2024,Tomato,Saline,8.44,159,71,91,18.5,979,71.4,High,5.9,2986.69,7.38
2020,Maize,Loam,5.44,192,50,72,14.3,1353,82.2,High,6.5,635.73,1.571
2021,Maize,Loam,5.54,192,74,33,28.0,1428,83.0,High,11.3,1379.1,3.408
2020,Soybean,Alluvial,7.23,95,56,16,13.3,426,47.8,Medium,11.9,299.97,0.741
2026,Mustard,Clay Loam,5.21,99,42,48,29.0,851,63.6,High,10.6,328.48,0.812
2024,Rice,Clay Loam,7.76,98,55,65,10.5,744,58.4,High,10.0,374.2,0.925
2026,Tea,Silt Loam,5.94,178,10,60,35.1,2815,87.4,Low,4.1,222.87,0.551
2025,Sunflower,Peaty,7.23,73,50,58,19.7,1193,58.1,High,4.7,712.43,1.76
2024,Tomato,Peaty,5.47,222,71,122,12.2,930,89.4,Medium,4.1,3283.59,8.114
2023,Cotton,Sandy Loam,7.27,39,50,30,21.8,253,43.7,Low,7.2,186.1,0.46
2026,Potato,Black Soil,8.38,132,62,79,14.0,558,90.4,High,5.7,3830.58,9.466
2023,Coffee,Red Soil,5.86,145,10,111,38.5,2137,44.4,Medium,5.8,177.16,0.438
2024,Apple,Sandy Loam,7.97,107,69,118,36.0,686,90.7,Medium,4.9,1042.7,2.577
2020,Mustard,Peaty,6.72,31,45,19,39.8,443,31.7,High,4.4,276.24,0.683
2025,Apple,Silt Loam,7.27,82,20,114,13.1,693,40.0,High,8.3,5006.12,12.37
2023,Potato,Silt Loam,4.7,157,86,134,17.5,1027,62.1,Medium,9.8,8438.14,20.851
2026,Rice,Saline,5.43,91,50,70,24.4,1299,93.4,High,7.4,1233.43,3.048
2021,Garlic,Red Soil,7.16,67,30,50,37.5,1014,32.8,Medium,10.4,1412.6,3.491
2024,Tea,Peaty,6.59,131,39,82,18.7,1695,59.4,Medium,8.8,596.78,1.475
2025,Soybean,Silt Loam,7.18,58,47,88,24.9,1132,89.1,Low,9.6,1242.9,3.071
2024,Onion,Silt Loam,8.77,78,71,74,15.1,831,35.9,High,8.8,3893.81,9.622
2026,Apple,Laterite,6.43,82,65,86,37.9,936,57.2,Low,5.8,2216.55,5.477
2023,Tomato,Silt Loam,7.62,166,14,87,36.5,757,75.8,Low,9.4,2702.56,6.678
2023,Sugarcane,Red Soil,5.8,234,89,86,26.5,2046,88.9,High,6.5,14327.96,35.405
2023,Watermelon,Saline,4.5,111,46,110,39.5,566,73.5,High,10.6,2151.88,5.317
2026,Tomato,Laterite,5.58,220,115,163,22.6,669,30.3,Medium,6.1,9214.3,22.769
2022,Chickpea,Red Soil,5.68,10,73,10,26.4,258,64.5,High,5.6,168.81,0.417
2022,Barley,Silt Loam,6.64,56,106,31,11.8,368,37.7,Medium,4.7,692.75,1.712
2025,Wheat,Peaty,7.39,105,54,37,15.2,340,43.2,Medium,10.2,898.59,2.22
2024,Banana,Red Soil,8.66,226,57,230,21.9,1138,65.5,Low,8.7,7577.68,18.725
2024,Rice,Clay Loam,7.04,116,33,69,11.1,1584,72.2,Medium,11.1,841.9,2.08
2023,Tea,Red Soil,6.25,112,27,61,29.2,2356,63.1,Low,5.4,304.32,0.752
2025,Sunflower,Silt Loam,6.78,120,79,37,11.2,150,66.4,Medium,9.2,310.48,0.767
2021,Maize,Clay Loam,8.45,159,50,68,21.1,847,49.9,Low,5.4,888.81,2.196
2025,Rice,Clay Loam,5.18,79,37,42,37.8,1265,46.1,Medium,11.2,777.01,1.92
2026,Onion,Clay Loam,7.22,120,91,73,36.1,492,31.9,Medium,8.7,3368.28,8.323
2022,Potato,Clay Loam,8.46,139,69,64,32.4,287,30.2,Medium,7.9,1099.5,2.717
2025,Cotton,Loam,4.69,90,58,10,24.3,798,40.6,Low,4.7,255.02,0.63
2026,Watermelon,Red Soil,5.84,138,60,121,17.6,216,64.6,Low,6.4,2010.72,4.969
2021,Tomato,Peaty,7.06,142,49,124,38.2,710,48.7,Low,9.4,4147.82,10.249
2021,Chickpea,Black Soil,5.08,14,25,10,33.3,357,41.7,Low,8.9,122.75,0.303
2022,Potato,Silt Loam,8.37,195,73,62,14.9,419,63.7,Medium,11.4,3872.02,9.568
2022,Groundnut,Red Soil,7.58,10,34,49,15.3,733,51.7,High,9.0,332.91,0.823
2025,Soybean,Red Soil,5.33,25,80,25,33.0,277,41.3,Low,7.1,150.79,0.373
2022,Cotton,Red Soil,6.0,83,51,78,13.0,807,69.2,Low,11.5,300.39,0.742
2022,Banana,Sandy Loam,8.24,200,14,233,30.6,1366,57.9,Medium,9.0,6315.42,15.606
2025,Barley,Black Soil,7.58,125,10,54,22.2,150,75.4,Medium,5.0,319.95,0.791
2022,Sunflower,Sandy Loam,4.68,125,82,61,11.8,264,79.4,High,5.0,138.48,0.342
2026,Tea,Saline,8.28,206,57,129,13.9,922,50.5,High,10.2,250.51,0.619
2020,Tea,Saline,4.94,125,92,67,30.5,1978,71.8,High,4.7,265.39,0.656
2026,Groundnut,Laterite,6.91,53,72,131,34.5,150,42.9,Low,10.8,382.42,0.945
2025,Wheat,Red Soil,8.5,89,29,59,34.3,1185,32.7,Medium,11.4,332.03,0.82
2024,Apple,Silt Loam,4.84,91,31,101,25.0,1324,94.4,Medium,6.1,1930.98,4.772
2025,Tomato,Loam,6.35,130,120,81,39.5,968,50.5,Medium,8.8,5577.51,13.782
2021,Wheat,Alluvial,8.34,66,82,49,12.9,273,65.1,Medium,10.1,413.33,1.021
2020,Maize,Loam,8.4,111,115,44,11.8,464,71.7,Low,7.5,260.01,0.642
2020,Coffee,Sandy Loam,5.44,140,33,109,30.0,1535,63.4,Low,11.7,335.4,0.829
2022,Coffee,Black Soil,7.03,156,67,87,27.0,1089,82.6,High,5.1,318.05,0.786
2026,Chickpea,Saline,6.65,42,76,40,19.4,709,44.9,High,10.7,786.19,1.943
2026,Maize,Silt Loam,7.74,177,36,68,17.2,551,67.2,High,5.4,913.35,2.257
2023,Chickpea,Black Soil,4.68,28,62,39,10.2,504,93.6,Medium,9.3,246.58,0.609
2024,Soybean,Laterite,7.33,64,66,67,21.5,696,45.1,Medium,4.8,847.5,2.094
2021,Wheat,Silt Loam,5.55,147,76,79,17.2,558,75.5,Low,6.4,1265.84,3.128
2026,Soybean,Loam,8.77,10,76,27,28.2,970,89.6,High,11.6,417.8,1.032
2025,Cotton,Saline,6.4,153,38,10,29.6,1192,88.8,Low,6.3,348.95,0.862
2021,Garlic,Sandy Loam,4.95,61,16,37,36.0,363,57.2,Low,11.7,416.68,1.03
2026,Barley,Black Soil,6.93,98,63,10,25.5,150,90.4,Medium,11.3,421.5,1.042
2026,Banana,Laterite,5.17,132,65,248,32.4,1499,88.0,Medium,8.7,9724.11,24.029
2025,Cotton,Alluvial,7.63,158,88,10,37.7,1249,81.0,Medium,4.9,343.73,0.849
2022,Garlic,Laterite,5.13,56,29,76,17.7,759,30.3,High,7.4,1851.83,4.576
2026,Barley,Alluvial,6.54,142,54,10,16.6,1161,84.0,High,8.4,979.74,2.421
2025,Garlic,Red Soil,8.19,76,10,97,19.3,309,64.8,Medium,12.0,1207.18,2.983
2025,Potato,Clay Loam,8.43,59,96,159,12.1,868,71.6,Medium,6.1,2637.17,6.517
2021,Maize,Peaty,5.13,120,89,10,22.8,897,58.2,Medium,9.2,795.02,1.965
2026,Soybean,Loam,7.53,46,48,62,21.2,809,31.3,Low,6.1,790.77,1.954
2021,Mustard,Black Soil,6.66,59,31,15,19.9,354,71.8,High,5.3,802.45,1.983
2026,Maize,Alluvial,7.49,152,78,86,39.3,987,84.9,Medium,6.2,909.66,2.248
2024,Barley,Silt Loam,8.14,66,14,44,38.6,1053,44.8,Low,11.0,366.77,0.906
2024,Banana,Laterite,6.15,171,34,239,35.8,1766,88.5,High,5.6,8803.63,21.754
2023,Tea,Saline,4.62,145,53,60,22.4,1757,86.4,Medium,11.8,732.64,1.81
2021,Wheat,Black Soil,6.85,117,66,14,35.6,150,93.5,High,12.0,291.54,0.72
2020,Garlic,Clay Loam,7.77,66,33,74,36.3,574,36.9,High,4.5,1014.86,2.508
2022,Onion,Loam,8.06,133,55,109,19.7,889,74.9,Low,6.9,5826.02,14.396
2022,Groundnut,Loam,8.0,54,72,26,39.8,710,40.5,High,8.8,324.54,0.802
2023,Banana,Alluvial,6.97,181,52,230,34.4,1936,51.4,Medium,9.3,19440.32,48.038
2020,Sunflower,Loam,7.38,80,66,71,32.7,178,80.8,Medium,9.2,435.37,1.076
2026,Cotton,Laterite,5.13,98,26,12,17.0,734,84.2,High,11.6,153.71,0.38
2023,Banana,Silt Loam,8.27,171,72,237,29.2,1650,59.2,High,8.6,14022.64,34.651
2025,Apple,Silt Loam,6.12,110,59,66,20.9,688,68.3,Low,5.0,3869.77,9.562
2026,Sugarcane,Saline,5.85,229,50,72,28.6,1494,78.1,High,9.9,14010.23,34.62
2025,Onion,Peaty,6.97,61,19,58,39.9,876,31.7,Medium,4.5,2087.3,5.158
2024,Rice,Loam,6.33,124,38,55,32.2,1082,33.7,Low,6.2,1086.49,2.685
2025,Barley,Clay Loam,7.64,146,65,25,38.6,150,60.3,High,5.9,229.43,0.567
2025,Rice,Red Soil,7.67,145,47,55,33.3,966,43.9,Medium,6.4,572.08,1.414
2026,Cotton,Red Soil,6.44,109,26,39,22.6,1094,30.4,Medium,4.9,420.42,1.039
2020,Garlic,Black Soil,5.13,116,53,85,26.6,470,78.7,Low,8.7,1539.55,3.804
2020,Tomato,Black Soil,8.74,150,94,138,29.8,150,52.9,Low,11.1,2201.79,5.441
2024,Maize,Peaty,6.71,129,58,79,31.4,676,81.1,High,10.2,1703.14,4.209
2025,Garlic,Saline,7.03,52,53,10,17.8,290,88.7,Medium,5.9,1062.42,2.625
2023,Watermelon,Black Soil,6.48,156,86,75,17.3,476,74.2,Low,11.2,6851.72,16.931
2022,Barley,Loam,7.32,19,53,10,12.0,259,51.8,Low,9.4,395.6,0.978
2026,Garlic,Peaty,8.45,83,19,45,38.0,699,64.2,High,8.0,792.66,1.959
2025,Sunflower,Sandy Loam,5.07,82,76,10,15.3,540,62.9,Medium,10.1,236.48,0.584
2024,Sugarcane,Peaty,5.18,245,99,110,32.6,1952,43.2,Low,8.7,14975.6,37.005
2020,Tea,Laterite,8.67,169,32,91,14.1,1475,41.0,Medium,7.1,276.38,0.683
2022,Potato,Red Soil,7.1,185,98,71,15.8,883,56.2,Medium,9.5,5455.81,13.482
2021,Apple,Alluvial,4.7,75,58,129,16.1,790,61.3,Low,7.9,4233.78,10.462
2020,Barley,Sandy Loam,5.83,35,34,12,34.7,633,65.3,Medium,11.8,290.48,0.718
2026,Tea,Clay Loam,7.76,128,69,95,22.9,1789,37.9,Low,9.4,534.57,1.321
2024,Coffee,Red Soil,6.82,115,28,116,23.6,2109,87.6,High,8.3,514.59,1.272
2022,Mustard,Clay Loam,5.77,122,56,74,23.0,150,76.4,High,8.4,489.41,1.209
2024,Tomato,Silt Loam,7.87,143,90,143,32.5,627,91.4,High,5.8,3274.26,8.091
2025,Coffee,Black Soil,5.5,161,64,138,27.1,1375,36.2,Medium,11.6,593.48,1.467
2023,Banana,Saline,7.29,260,54,254,18.7,2771,30.2,Medium,4.5,7898.81,19.518
2020,Soybean,Alluvial,6.76,10,27,45,14.9,1051,57.1,High,8.8,366.05,0.905
2025,Rice,Red Soil,7.58,141,21,48,27.5,1364,78.1,Low,4.8,725.67,1.793
2023,Tea,Clay Loam,7.22,106,100,95,39.8,1700,87.3,High,9.2,248.8,0.615
2025,Watermelon,Loam,5.43,66,77,109,38.4,180,68.3,Medium,10.4,2094.1,5.175
2020,Onion,Silt Loam,4.92,64,42,116,22.2,903,43.5,Low,5.5,3134.5,7.746
2023,Coffee,Alluvial,7.45,171,31,134,31.5,1298,64.8,High,4.0,189.13,0.467
2025,Cotton,Clay Loam,4.87,95,18,23,30.3,1094,84.0,Medium,6.1,317.91,0.786
2022,Tea,Black Soil,8.53,110,32,19,37.9,2049,92.4,Low,6.6,122.26,0.302
2023,Onion,Loam,4.77,128,26,39,30.7,208,72.8,High,8.3,894.26,2.21
2023,Sunflower,Sandy Loam,6.87,84,39,83,11.2,150,43.2,High,5.6,139.45,0.345
2023,Watermelon,Black Soil,7.34,132,109,85,30.0,295,81.0,Low,11.6,8373.13,20.69
2025,Sugarcane,Silt Loam,7.47,202,93,90,19.5,1634,32.8,Low,11.8,12915.74,31.915
2020,Chickpea,Red Soil,5.29,35,111,38,24.2,150,58.7,Low,4.7,162.82,0.402
2022,Wheat,Laterite,6.14,126,52,22,25.9,481,89.6,Medium,11.3,1085.74,2.683
2025,Chickpea,Sandy Loam,6.65,10,67,14,37.9,1117,89.5,Medium,11.1,173.86,0.43
2024,Onion,Clay Loam,5.41,88,10,82,29.3,150,86.9,Medium,5.7,612.37,1.513
2024,Barley,Alluvial,8.3,31,40,10,19.3,670,78.2,Low,8.3,875.89,2.164
2022,Tomato,Clay Loam,7.62,122,66,119,39.1,647,64.6,High,10.2,4150.01,10.255
2024,Groundnut,Red Soil,8.67,10,103,42,10.5,829,79.3,High,8.3,193.23,0.477
2020,Chickpea,Clay Loam,6.14,10,75,39,13.3,416,36.8,High,4.3,216.28,0.534
2024,Garlic,Black Soil,7.73,32,46,66,13.3,583,72.3,Low,5.3,1542.44,3.811
2021,Wheat,Loam,7.02,139,29,50,32.1,698,67.5,Low,9.4,682.92,1.688
2021,Wheat,Loam,7.06,117,48,42,21.9,548,95.0,Medium,4.7,1393.3,3.443
2021,Tea,Silt Loam,5.6,144,48,55,31.6,1330,49.4,Low,11.0,299.55,0.74
2026,Chickpea,Saline,5.79,10,32,10,28.6,747,30.6,High,9.2,206.36,0.51
2023,Barley,Laterite,6.86,67,40,69,26.7,621,48.2,Medium,6.1,663.09,1.639
2021,Banana,Loam,5.56,168,39,243,39.6,2090,53.1,Medium,10.1,8401.0,20.759
2023,Barley,Laterite,6.85,83,62,43,17.1,1080,34.4,High,6.0,940.18,2.323
2025,Wheat,Alluvial,7.79,123,68,69,36.6,707,36.7,High,10.5,685.25,1.693
2023,Chickpea,Alluvial,8.11,17,56,20,31.6,234,60.9,High,10.1,405.85,1.003
2024,Chickpea,Sandy Loam,5.91,10,65,16,32.4,150,41.2,Medium,4.4,80.0,0.198
2021,Potato,Peaty,6.04,204,43,141,17.8,1017,82.6,Low,11.3,8599.0,21.249
2024,Coffee,Alluvial,4.64,182,39,140,16.3,1675,44.7,Medium,9.0,619.5,1.531
2026,Garlic,Alluvial,8.29,10,66,84,31.7,408,88.9,Low,11.7,455.04,1.124
2026,Barley,Peaty,8.39,24,95,40,26.0,1202,55.1,Low,6.2,307.95,0.761
2024,Mustard,Clay Loam,8.26,16,66,62,27.4,192,56.1,Medium,9.1,194.39,0.48
2021,Chickpea,Clay Loam,4.7,10,75,52,11.8,150,82.1,Medium,4.4,80.0,0.198
2024,Mustard,Saline,7.08,81,67,14,20.8,150,59.4,High,7.4,343.81,0.85
2021,Banana,Loam,5.53,244,49,253,15.1,1088,52.6,Low,4.9,3942.39,9.742
2022,Tea,Sandy Loam,7.27,175,48,54,21.8,1778,84.6,Medium,5.1,356.49,0.881
2023,Apple,Silt Loam,8.41,159,56,95,11.6,543,61.7,Medium,10.7,3507.2,8.666
2023,Sunflower,Red Soil,5.2,83,71,43,22.2,280,68.4,Low,5.9,245.92,0.608
2023,Cotton,Sandy Loam,5.7,107,22,19,29.3,1016,79.8,High,8.3,399.49,0.987
2023,Onion,Peaty,5.11,79,51,41,15.9,150,49.6,Low,6.6,1074.72,2.656
2020,Chickpea,Clay Loam,8.53,35,51,20,27.9,151,73.6,Low,11.7,215.65,0.533
2026,Coffee,Sandy Loam,4.87,165,12,127,29.9,1898,36.7,Medium,9.3,285.92,0.707
2021,Cotton,Sandy Loam,6.9,88,47,18,21.2,1064,89.1,High,9.1,561.82,1.388
2020,Potato,Laterite,6.64,151,55,104,32.8,469,80.1,Low,10.3,2444.31,6.04
2020,Mustard,Clay Loam,7.55,65,16,34,31.3,150,77.8,High,8.4,207.71,0.513
2023,Soybean,Silt Loam,8.43,68,83,61,11.2,552,79.2,Low,5.7,213.81,0.528
